Gage_ID	Category	LON_NHD	LAT_NHD	HUC8	WsAreaSqKm	CatAreaSqKm	CaOCat	HydrlCondCat	MgOCat	SCat	CompStrgthCat	WetIndexCat	BFICat	ElevCat	PctWaterCat	PctCoastCrsCat	PctAlluvCoastCat	PctHydricCat	PctGlacLakeFineCat	PctGlacLakeCrsCat	PctGlacTilClayCat	PctColluvSedCat	PctSalLakeCat	PctExtruVolCat	PctSilicicCat	PctNonCarbResidCat	PctCarbResidCat	PctEolCrsCat	PctEolFineCat	RunoffCat	CLAYAVE	SILTAVE	SANDAVE	AWCAVE	PERMAVE	BDAVE	OMAVE	HGA	HGB	HGC	HGD	ROCKDEPAVE	NO4AVE	NO10AVE	NO200AVE	WTDEPAVE	SLOPEAVE	Horton	Dunne	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	ECOREG
5120500	Reference	-100.5397492	48.13830948	9010003	957.1383	46.2996	5.411403492	211.9274425	1.583032307	0.138618553	1.067871263	716.5449421	28.16699712	465.8743653	0	0	0.590933831	0	0	95.97620714	0	0	0	0	0	0	0	1.597853977	0	10	11.43	22.74	65.82	0.1	8.76	1.5	0.87	42.68	32.99	3.47	0.8	60	96.95	95.29	32.42	4.2	3.22	3.51219511	0	4.609583378	12.90250015	27.92144585	1239.951172	27.62000084	-18.59000015	46.20999908	16.79333305	-11.38000011	19.2733345	-11.38000011	460.8699951	91.94000244	10.97999954	69.6348877	236.4300079	37.70000076	220.4300079	37.70000076	ECO09
5123400	Reference	-100.4419632	48.58893585	9010004	3003.5943	84.2211	7.133690173	150.0520459	2.057620762	0.222158397	0.739928687	716.3281719	25.99858943	445.1753994	0	0	16.73986685	0	81.41677086	1.730089016	0	0	0	0	0	0	0	0.113273277	0	16	18.16	41.92	39.91	0.15	4.27	1.43	1.4	8.53	54.75	13.03	8.95	60	99.13	98.5	59.33	3.89	1.56	3.301587343	1.340909123	3.908055544	13.01555538	27.59093857	1269.755249	27.11833382	-20.05500031	47.17333221	18.80166626	-12.57805538	18.80166626	-12.57805538	460.7733154	91.44999695	10.55166721	69.60372162	229.3716736	37.54500198	229.3716736	37.54500198	ECO09
5057000	Reference	-98.0276947	47.43273544	9020203	6170.085	5.724	8.28900862	7.709810877	1.94766071	0.291861803	26.09923226	553.1251572	24	419.6396855	0	0	0	0	0	0	0	56.32075472	0	0	0	0	0	0	0	14	25.04	51.12	23.83	0.16	1.46	1.38	1.54	0.92	31.22	38.07	24.55	43.145	95.08	92.35	70.23	5	5.64	11.33333302	1.666666627	4.720277786	12.15277767	26.58667946	1245.249268	27.01666641	-18.69333267	45.70999908	17.75388908	-11.375	19.30833435	-11.375	539.9400024	90.48666382	11.44999981	65.55712891	252.9166718	42.16333389	252.9033356	42.16333389	ECO09
5056000	Reference	-98.71652985	47.80515289	9020203	4306.2543	46.0827	5.549739582	120.2117427	1.579680541	0.100581708	7.762256437	695.9485382	24.22994746	446.6881964	0	0	0	0	0	0	0	15.28816671	0	0	0	0	0	51.70986075	0	13.97302892	15.85	42.97	41.18	0.14	4.15	1.46	1.41	17.81	53.48	12.2	7.49	54.79	95.59	93.77	55.2	5.05	3.77	6.108695507	0.869565189	4.549687386	11.72354126	25.61398697	1252.509888	27.01499939	-18.75499916	45.77000046	19.30958366	-11.57958317	19.30958366	-11.57958317	508.7275085	95.33250427	10.47500038	71.42879486	254.875	37.98500061	254.875	37.98500061	ECO09
5057200	Reference	-98.12485504	47.22916031	9020203	1731.0843	15.0813	0.828326409	0.189733559	1.047541753	0.041404333	1.087053402	576.6260667	27.42794056	429.8621203	0	0	67.24950767	0	0	4.433967894	0	0	0	0	0	0	0	0	0	14	25.91	49.48	24.6	0.16	1.06	1.42	1.02	2.72	60.58	25.72	1.59	59.91	95.53	92.38	69.65	4.33	4.42	23.26666641	0	4.866874695	12.17374992	26.6763382	1239.907959	27.22500038	-18.40999985	45.63500214	19.44250107	-11.13416672	19.44250107	-11.13416672	523.6350098	88.00499725	11.27000046	65.44668579	244.2099915	39.68499756	244.2099915	39.68499756	ECO09
5129115	Reference	-92.56573486	48.26448059	9030002	2348.046	0.0387	2.210000038	0.036295999	1.085000038	0.007225	162.1900024	397.2093023	67	366.9144186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	9.51	40.05	50.42	0.11	3.55	1.58	2.88	4.34	2.17	57.6	32.6	30.115	71.92	63.76	31.6	5.62	10.3	0	2	3.402083158	12.56750011	27.19061089	1220.055786	25.47999954	-20.73999977	46.22000122	17.62666702	-10.30333328	17.62666702	-12.59166718	680.2399902	102.0500031	16.17000008	58.07775879	296.4299927	58.43999863	296.4299927	58.72000122	ECO09
5131500	Reference	-93.54919434	48.39546967	9030005	4382.4213	3.5307	2.206730437	0.036977267	1.088324997	0.007247711	161.9519337	619.6981902	56	341.9476727	0	0	95.48814683	0	0.127453479	0	0	0	0	0	0	0	0	0	0	229	43.43	32.72	23.85	0.2	2.01	1.12	16.45	0	8.94	22.94	32.49	60	99.24	97.35	74.14	2.05	1.64	13	0	3.446249962	12.28083324	26.41039467	1237.735107	25.51000023	-20.98999977	46.5	17.79500008	-12.83500004	17.79500008	-12.83500004	660.789978	105.2799988	14.82999992	57.27568436	284.2200012	57.62000275	284.2200012	57.62000275	ECO09
3488000	Reference	-81.74604797	36.89674377	6010101	573.4503	2.1465	19.33280121	0.068802845	5.761205992	4.745689472	88.74528508	316.6465409	49.74297694	590.9342055	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	493	43.37	37.05	19.56	0.1	1.82	1.37	0.58	1.09	20.2	69.58	0.03	35.63	78.33	72.83	60.04	5.88	26.47	3	3	11.32916641	12.69999981	38.21847534	803.4567871	27.94000053	-5.289999962	33.22999954	19.22833443	12.10333347	21.08666611	1.200000048	1269.27002	129.9799957	70.79000092	16.92019081	376.7799988	246.7700043	370.7399902	306.6900024	ECO06
3473000	Reference	-81.84413147	36.6518631	6010102	784.242	2.4534	34.39101032	0.07081831	8.379257693	0.095513787	107.5172598	378.9196625	51.91342627	581.2859795	0	0	0	0	0	0	0	19.25898753	0	0	0	60.78503302	19.95597946	0	0	504	53.11	32.3	14.58	0.13	1.41	1.36	0.35	0	81.96	18.03	0	54.88	90.19	86.83	74.17	5.93	17.64	4	4	12.1520834	13.09749985	38.8419342	797.1640015	29.02000046	-4.699999809	33.72000122	19.92833328	12.92000008	21.82333374	2.046666622	1113.630005	114.6100006	61.59999847	15.7205658	333.4700012	222.1799927	324.769989	276.0700073	ECO06
3471500	Reference	-81.63104248	36.76066589	6010102	198.4626	0.576	37.18913961	0.098191222	7.013983379	0.067592432	106.8972459	421.25625	55.0171875	669.2048125	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	504	33.51	43.19	23.29	0.13	2.24	1.47	0.68	0	66.13	31.23	1.98	57.97	85.92	79.91	61.61	4.77	10.11	5	4	11.48166656	13.29166698	39.24318314	799.9746704	28.40999985	-5.460000038	33.86999893	19.30166626	12.26166725	21.24333382	1.383333325	1101.209961	118.5699997	61.36000061	16.18033981	331	225.4199982	307.0100098	273.8900146	ECO06
3479000	Reference	-81.82262115	36.23866258	6010103	237.8583	2.1186	7.084109044	0.820361553	1.952617263	0.020569273	144.7626483	260.9001699	51.77230246	909.5290527	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	651	15.95	39.29	44.74	0.11	3.49	1.46	0.79	0	99.63	0	0	46.65	90.3	86.6	47.86	5.98	38.96	2	3	10.95583344	12.3083334	38.40353394	757.62146	26.86000061	-5.190000057	32.04999924	20.19666672	6.610000134	20.19666672	1.413333297	1052.77002	114.8300018	57.31000137	17.99598885	314.5499878	214.9199982	314.5499878	236.4499969	ECO06
3439000	Reference	-82.82416534	35.1423645	6010105	178.5087	3.8493	2.352716045	0.051099646	1.283745593	0.016787972	141.2369704	293.1143325	65.23965396	709.3974164	0	0	0	0	0	0	0	0	0	0	99.62590601	0.374093991	0	0	0	663	28.24	37.96	33.79	0.14	2.38	1.36	0.78	0	83.39	9.58	2.31	58.005	91.71	85.13	56.38	5.05	13.23	4	6	12.56958294	12.9958334	41.07406235	706.5651245	27.96999931	-3.670000076	31.63999939	20.50666618	16.40500069	21.18000031	3.670000076	1854.75	173.7400055	125.4199982	10.22850037	499.9200134	419.4500122	496.7000122	480.7900085	ECO06
3450000	Reference	-82.40539551	35.65317154	6010105	14.3757	0.9846	3.100554943	0.118854001	2.395581961	0.046418	120.4564972	258.6014625	58	956.4093967	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	663	17.12	37.96	44.9	0.13	2.86	1.39	0.72	0	100	0	0	54.34	90.48	85.87	47.3	6	39.53	4	2	11.32916641	11	36.21995163	744.5270386	26.26000023	-4.110000134	30.37000084	20.32166672	7.281666756	20.32166672	1.936666727	1260.97998	118.4800034	82.38999939	10.46688271	347.3500061	275.4100037	347.3500061	299.7600098	ECO06
3460000	Reference	-83.07286835	35.66727066	6010106	127.4607	3.1302	0.79051087	0.054725569	1.237488231	0.033555169	183.2447323	234.8096607	61.36975273	941.0616274	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	682	19.55	41.63	38.81	0.12	3.24	1.41	0.78	0.67	95.45	0.67	0	51.625	85.62	77	47.16	5.68	38.65	2	3	11.15124989	13.52583313	42.41402435	703.2843018	26.62000084	-5.269999981	31.8900013	19.72833252	11.78833294	19.72833252	2.361666679	1301.030029	127.25	65.26000214	15.62955952	366.6499939	260.5	366.6499939	337.1099854	ECO06
3455500	Reference	-82.93790436	35.39621353	6010106	71.3799	3.2391	3.100554943	0.118854001	2.395581961	0.046418	120.4564972	250.1619894	59.51153098	1094.461534	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	682	17.12	37.96	44.9	0.13	2.86	1.39	0.72	0	100	0	0	54.34	90.48	85.87	47.3	6	39.53	2	3	10.28125	11.37249947	38.4595871	701.7214355	24.71999931	-4.849999905	29.56999969	1.448333383	11.25500011	18.71999931	1.448333383	1416.72998	132.6300049	84.84999847	11.33400726	391.1500244	319.7799988	358.3200073	391.1500244	ECO06
3456500	Reference	-82.87024689	35.46177292	6010106	137.5695	4.32	4.619665237	0.062671689	3.064343629	0.029495013	145.303176	314.4516667	61	869.4814771	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	682	25.98	37.61	36.39	0.13	2.59	1.37	0.74	0	90.79	2.99	0.8	56.32	91.57	83.08	52.74	5.35	21.03	2	4	10.15333366	11.54166603	38.8870163	693.8178101	24.69000053	-4.989999771	29.68000031	1.463333368	16.87166595	18.55833435	1.463333368	1434.880005	141.5	95.52999878	9.896318436	374.9500122	340.9100037	352.3399963	374.9500122	ECO06
3463300	Reference	-82.18437195	35.83153915	6010108	113.1885	1.2726	2.738276013	0.0522886	2.274933695	0.028294583	126.7284355	335.9349364	56.50990099	841.8685644	0	0	0	0	0	0	0	29.06647808	0	0	70.93352192	0	0	0	0	622	29.94	37.02	33.03	0.13	2.51	1.36	0.71	0	90.21	0	0	56	91.94	78.89	52.82	5.18	14.49	8	4	10.7145834	12.72916698	40.00366592	730.0413208	26.30999947	-5.510000229	31.81999969	2.861666918	6.501666546	19.625	1.5200001	1425.530029	138.5500031	91.44999695	11.00779343	384.7799988	322.2999878	352.769989	358.0700073	ECO06
3465500	Reference	-82.45716095	36.17628098	6010108	2085.8472	3.4551	1.225364901	0.190366652	1.386037861	0.29735474	86.99420729	329.689763	56	543.8987262	0	0	0	0	0	0	0	76.13961969	0	0	0	0	23.86038031	0	0	622	18.3	42.41	39.28	0.13	3.52	1.48	1.3	1.82	58.03	38.76	1.39	47.865	88.45	82.57	50.01	5.53	26.74	3	3	13.17500019	13.47333336	40.35140228	773.4266357	29.60000038	-3.789999962	33.38999939	20.69000053	13.89999962	22.55333328	3.414999962	1177.910034	147.9199982	60.65000153	22.00131416	374.3299866	223.8800049	366.9100037	274.9199829	ECO06
3498500	Reference	-83.88436964	35.78550443	6010201	694.566	2.7576	25.44979949	0.156303175	5.079864354	0.045616536	118.3569626	387.6171671	45.64099217	284.5197487	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	674	39.61	45.72	14.67	0.15	1.3	1.45	0.42	0	76.99	21.21	1.8	53.205	90.19	85.37	72.77	5.88	13.95	6	3	14.59583378	12.15333366	36.91778183	808.060791	30.84000015	-2.079999924	32.91999817	22.44166565	20.37000084	24.38666725	4.378333092	1266.719971	130.6799927	68.16000366	16.30259132	354.3999939	242.9400024	316.2000122	345.0400085	ECO06
3497300	Reference	-83.71108246	35.66474915	6010201	275.1624	0.9675	2.403875091	0.069450609	2.225072182	0.070086402	105.762229	216.8502326	52.22046512	452.4292465	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	674	16.88	42.63	40.48	0.1	12.29	1.32	0.06	0	5.2	2.08	92.7	16.26	91.66	84.12	50.06	5.91	47.85	4	2	13.69333363	12.86333275	39.67715454	766.6656494	29.5	-2.920000076	32.41999817	21.13333321	19.14999962	22.97166634	3.973333359	1428.23999	164.1300049	69.27999878	20.63959694	453.8699951	268.5	402.8699951	355.6099854	ECO06
3500240	Reference	-83.39377678	35.15847909	6010202	148.7628	5.6511	6.427261884	0.096015574	4.111393543	0.017574874	162.6873301	342.8252907	66.58639911	650.0177321	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	935	29.34	37.53	33.12	0.14	2.49	1.36	0.76	0	87.14	4.32	1.15	56.885	91.98	82.18	54.94	5.1	14.02	4	6	13.27458286	14.01416683	42.44144821	739.9545288	29.38999939	-3.630000114	33.02000046	3.99666667	18.62666702	22.28333282	3.99666667	1405.73999	133.6199951	84.33999634	11.63301373	386.7399902	300.0400085	348.3200073	386.7399902	ECO06
3500000	Reference	-83.37929535	35.14987564	6010202	362.4741	5.8554	6.053903476	0.031441596	3.750449038	0.015306325	166.1097766	345.9331386	66.63018752	650.8296634	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	935	29.23	37.48	33.27	0.13	2.5	1.36	0.75	0	87.86	3.55	0.95	56.44	91.95	81.73	54.51	5.13	14.62	4	6	13.27458286	14.01416683	42.44144821	739.9545288	29.38999939	-3.630000114	33.02000046	3.99666667	18.62666702	22.28333282	3.99666667	1405.73999	133.6199951	84.33999634	11.63301373	386.7399902	300.0400085	348.3200073	386.7399902	ECO06
3504000	Reference	-83.61912537	35.12705612	6010202	134.7561	0.2448	5.949999809	0.013471	3.650000095	0.014675	167.0622253	302.8860294	66	988.5108456	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	935	17.12	37.96	44.9	0.13	2.86	1.39	0.72	0	100	0	0	54.34	90.48	85.87	47.3	6	39.53	4	3.5	12.10291672	10.3324995	34.70775986	728.7438354	26.26000023	-3.50999999	29.77000046	2.818333149	17.41166687	20.91500092	2.818333149	1709.099976	174.6399994	92.30999756	16.78060913	506.8699951	336.4700012	393.6499939	506.8699951	ECO06
3574500	Reference	-86.30670659	34.62354172	6030002	815.7834	6.4548	34.94738273	0.035233779	6.749296411	0.216380049	100.8390914	609.1220022	33.03067485	197.4120148	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	688	26.63	41.19	32.17	0.12	1.99	1.47	0.55	0	49.19	22.04	28.76	38.9	86.66	82.14	55.74	5.55	14.8	5	3.428571463	15.75125027	12.07250023	37.22633362	789.6236572	31.70000076	-0.730000019	32.43000031	5.776666641	21.39166641	25.30666733	5.776666641	1429.680054	138.6399994	89.59999847	12.65035915	404.7700195	295.6499939	333.6000061	404.7700195	ECO06
3604000	Reference	-87.8331604	35.4957962	6040004	1162.9746	1.5759	22.96914237	4.729120281	2.209693508	0.174771919	119.0735712	407.9937179	44.81439178	188.7097944	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	658.7572816	27.49	53.37	19.13	0.11	2.86	1.48	0.39	0	70.95	29.05	0	60	74.28	69.13	55.85	4.75	8.61	4	4	14.69250011	13.2616663	38.58500671	820.2439575	31.51000023	-2.859999895	34.36999893	14.49333286	20.48333359	24.64666748	4.266666412	1393.929932	153.0899963	87.30999756	16.95110512	395.6199951	274.2099915	312.1900024	379.1699829	ECO06
8023080	Reference	-93.9412593	31.96283617	12010004	196.2081	16.4943	2.549836754	69.86038337	1.175507875	0.216460625	7.180245123	563.5418781	10.94303487	64.63073116	0	0	48.86779069	0	0	0	0	0	0	0	0	51.13220931	0	0	0	364	28.4	41.56	30.03	0.15	0.9	1.51	0.56	0.9	22.35	39.17	37.56	59.93	98.52	97.02	67.98	3.35	2.69	14	4.666666508	18.26784706	13.00819397	39.67098999	744.9712524	34.43333435	1.643333316	32.7899971	13.54611111	26.73305511	27.27805519	8.896111488	1331.661621	133.8549957	72.21499634	17.47480392	387.3900146	245.0366669	274.4583435	375.4433289	ECO12
8029500	Reference	-93.78559875	30.81887627	12010005	376.7652	64.4049	3.429613012	29.06825235	1.975644389	0.141138481	7.43688743	594.3329048	26.93427985	48.58571359	0	0	75.99250989	0	0	0	0	24.00749011	0	0	0	0	0	0	0	455	21.32	38.52	40.14	0.16	1.66	1.53	0.25	4.84	51.16	31.47	11.41	60	95.45	94	56.13	3.31	1.66	10.48529434	5.5	19.19000053	13.00874996	41.69794464	695.708313	34.27999878	3.082499981	31.19749832	14.94583321	25.0162487	27.43625069	10.3166666	1449.612549	151.3500061	90.73999786	15.56517601	414.4274902	316.8300171	354.6049805	395.1724854	ECO12
8041500	Reference	-94.26410675	30.39812088	12020006	2231.8281	2.8368	1.544168227	21.58143072	1.23715903	0.044750583	0.846497124	630.7227157	27.07772843	14.08038706	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	410	18.46	28.01	53.52	0.12	3.23	1.39	0.19	0	9.03	82.35	5.14	60	98.54	96.65	44.82	1.14	0.64	12.5882349	5	19.75666618	12.27666664	40.71863174	675.5136719	34.34999847	4.199999809	30.14999771	15.625	15.83333302	27.75666618	11.11999989	1485.72998	163.6699982	88.55999756	19.81746864	459.4400024	297.6400146	377.8200073	379.210022	ECO12
8050800	Reference	-96.94721985	33.5545578	12030103	109.2843	17.2476	1.334537027	0.565213769	1.656777896	0.050745504	58.59201715	504.3108954	10.61829472	213.5782556	0	0	37.12690461	0	0	0	0	0	0	0	0	62.87309539	0	0	0	164	34.94	28.75	36.3	0.15	1.26	1.49	0.38	1.46	30.12	54.81	13.61	50.28	95.31	94.13	59.95	5.91	3.78	12.57894707	4.842105389	17.62874985	12.24916649	34.96764755	839.2459717	35.04999924	0.02	35.02999878	21.70000076	7.078333378	27.90166664	7.078333378	1021.150024	134.3899994	53.75	28.68703651	329.3900146	200.5899963	225.3899994	200.5899963	ECO12
8066300	Reference	-94.77970123	30.48135376	12030202	385.5123	109.1232	1.237614249	38.71211049	1.232955312	0.0568295	0.902146154	591.3281621	25.29810801	50.43603441	0	0	14.91653471	0	0	0	0	85.08346529	0	0	0	0	0	0	0	265.8376221	20.68	40.4	38.91	0.15	2.05	1.56	0.11	0	49.32	36.56	0.23	60	95.36	94.54	57.71	2.37	1.56	10.28448296	5.663793087	19.57625008	12.50916672	40.70669174	679.6871948	34.45999908	3.730000019	30.72999954	15.45166683	15.63333321	27.62166595	10.86999989	1379.300049	154.1799927	87.01000214	17.87950134	400.4700012	285.4100037	348.5299988	337.5400085	ECO12
8066200	Reference	-94.9590683	30.71650887	12030202	374.3766	10.0584	4.114873513	33.14083649	2.178575023	0.166393222	9.315143744	605.7286149	19.34395132	43.32956335	0	0	76.53901217	0	0	0	0	0.161059413	0	0	0	23.29992842	0	0	0	255	40.73	30.9	28.36	0.14	1.79	1.36	0.69	0	10.06	30.92	59.01	60	98.04	96.91	69.44	2.96	4.12	9	5.833333492	19.24374962	13.14083385	41.27146149	698.6570435	34.81999969	2.980000019	31.84000015	14.92833328	27.09166718	27.59833336	10.35166645	1303.349976	155.2700043	81.01000214	20.11136436	370.5799866	272.7999878	327.7600098	325.0899963	ECO12
8070000	Reference	-95.1039505	30.33661652	12040103	844.4601	21.5739	1.600384785	49.47278669	1.285256887	0.081374558	1.289119463	657.28693	25.5162488	42.39487923	0	0	95.58633349	0	0	0	0	4.413666514	0	0	0	0	0	0	0	294	17.67	33.88	48.44	0.12	3.68	1.51	0.33	0	33.59	49.94	7.65	60	96.91	95.58	49.14	1.92	0.88	12.4285717	5.285714149	19.80666733	11.68500042	39.38321304	668.9188843	34.15000153	4.480000019	29.67000198	20.53999901	15.91333294	27.71166611	11.24333382	1376.339966	153.6699982	85.52999878	21.16497231	408.7299805	278.4199829	337.3299866	313.0100098	ECO12
8070200	Reference	-95.1247406	30.14551163	12040103	1019.8422	27.0207	1.835321258	26.61725805	1.373054375	0.090684397	0.868968265	580.3345768	22.91513173	26.24503181	0	0	49.51537155	0	0	0	0	50.48462845	0	0	0	0	0	0	0	294	16.78	44.8	38.4	0.15	1.63	1.58	0.18	0	14.51	32.16	38.33	60	98.03	96.29	59.24	0.9	0.64	16.2857151	3.761904716	20.29541588	11.05749989	38.67611313	656.5023804	34.09999847	5.510000229	28.58999825	21.08500099	16.39999962	28.02833366	11.8866663	1337.119995	154.4600067	81.18000031	23.4362278	397.210022	267.3500061	328.1400146	296.0499878	ECO12
8079600	Reference	-101.1984482	33.03890991	12050004	1130.4396	1.7829	5.514060348	2.032764672	1.918908409	0.463668724	57.94495299	641.9772842	9	687.908425	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	5	46.43	41.7	11.86	0.15	1.03	1.43	1.01	0	5.37	9.63	85	55.155	96.06	93.47	82.37	6	13.91	22	0	17.06999969	14.51833344	40.18359756	823.5514526	34.5	-1.629999995	36.13000107	25.23333359	7.836666584	27.05333328	6.670000076	540.6699829	75.83999634	17.52000046	43.67878723	200.9299927	67.04000092	188.5099945	67.63999939	ECO12
8082700	Reference	-99.46505737	33.32923126	12060101	276.7392	12.2814	6.002809762	20.40369468	2.601502442	1.51400336	19.87838322	728.7345742	7.972299575	424.9402704	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	15	41.79	41.49	16.7	0.14	0.28	1.54	0.88	0	5	66.91	28.09	58.21	97.8	95.6	79.63	6	2.36	46.09090805	0	17.70979309	14.20041656	38.54092407	856.5562744	35.76000214	-1.085000038	36.84500122	22.15999985	8.201666832	28.0933342	6.888333321	672.8399658	100.2099991	27.69499969	37.97134399	242.269989	101.2250061	204.8450012	102.9900055	ECO12
8086212	Reference	-99.14056396	32.73283768	12060105	1589.5071	8.0685	12.37287292	35.16920702	2.414744806	0.113107036	17.95158248	568.6382599	6.972002231	375.1609961	0	0	0	0	0	0	0	25.47685443	0	0	0	74.52314557	0	0	0	32	35.29	40.62	24.07	0.16	0.82	1.47	1.24	0	40.04	24.93	35.03	56.15	93.52	90.36	68.32	6	1.58	21	0	17.93249893	14.08666706	39.27144623	820.4526978	35.43999863	-0.430000007	35.86999893	22.23166656	8.805000305	27.83333206	7.514999866	705.1500244	103.4000015	27.79999924	37.07817459	252.1399994	103.7299957	207.5200043	109.5500031	ECO12
8086290	Reference	-99.00439453	32.64827728	12060105	732.4767	0.4059	0.806396008	81.77787018	1.081248999	0.037808001	1.55172205	640.5898004	4.319290466	367.0427273	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	32	33.38	40.56	26.04	0.17	0.83	1.47	1.37	0	57	7	36	57.745	97.47	94.5	69.89	6	1.1	12	0	18.03416634	13.93666649	38.94011307	819.7809448	35.49000168	-0.300000012	35.79000092	22.31666756	8.913333893	27.91500092	7.626666546	718.6900024	101.0400009	29.14999962	35.89251328	249.5	109.6299973	206.3099976	116.1200027	ECO12
8109700	Reference	-96.90470123	30.3394146	12070102	623.6514	14.4162	9.914931289	18.71396304	2.89072214	0.263514765	46.07616497	580.7888625	20.79853914	103.1578237	0	0	10.52565863	0	0	0	0	0	0	0	0	89.47434137	0	0	0	102	34.01	35.79	30.19	0.14	2.13	1.48	1.08	6.78	25.99	14.73	52.49	60	97.51	95.69	66.83	5.19	2.68	9.266666412	2.599999905	20.1408329	12.12166691	38.80175018	706.8388672	35.54000092	4.300000191	31.24000168	15.97833347	28.06999969	28.49666595	11.07999992	956.8499756	123.9700012	47.43000031	27.38494873	282.5499878	186.3800049	213.0100098	221.6999969	ECO12
8101000	Reference	-97.88427576	31.28594473	12070202	1185.5304	5.5071	16.13557255	14.84002902	2.999671888	0.199774165	58.19536431	477.019611	29.72969439	267.3034891	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	68	33.97	45.35	20.67	0.13	1.05	1.39	1.44	0.28	39.63	32.11	27.97	42.16	88.38	84.62	67.12	6	3.7	15.28571415	0	19.13520813	12.52291679	38.06847	745.7504883	35.26250076	2.367499828	32.89500046	23.0004158	27.54125023	27.97916603	9.61416626	838.0875244	101.3525009	45.04750061	25.87716866	259.4899902	168.5224915	199.3724976	176.0299988	ECO12
8103900	Reference	-98.03677368	30.91167641	12070203	86.0985	2.7396	15.21741772	0.197264001	2.726301908	0.136034995	59.20647812	492.6593298	35	317.5266919	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	72	34.69	49.07	16.23	0.12	0.89	1.4	1.44	0	3	54	43	36.21	84.91	79.1	66.25	6	7.25	16	0	19.10291672	12.45416641	38.06285477	743.5007324	35.09000015	2.369999886	32.72000122	22.9683342	9.579999924	27.91166687	9.579999924	813.6300049	106.2900009	42.75999832	30.18112183	259.1600037	162.1300049	198.1399994	162.1300049	ECO12
8104900	Reference	-97.69113159	30.62606239	12070205	348.3612	63.4932	32.65261131	7.12202786	7.419023511	0.123409533	102.5149639	477.230453	34.9707008	267.6261061	0	0	0	0	0	0	0	0	0	0	0	83.62391563	16.37608437	0	0	122	47.32	41.42	11.25	0.12	0.51	1.43	2.33	0	12.8	5.51	81.69	37.22	87.76	84.13	74.61	5.21	2.86	23.82857132	0.142857149	19.52124977	12.82916641	39.01814651	735.0028076	35.63999939	2.75999999	32.88000107	23.41499901	10.12833309	28.23333359	10.12833309	910.0499878	111.0199966	49.72999954	28.66593933	284.289978	184.6399994	211.2099915	184.6399994	ECO12
8150800	Reference	-99.09580231	30.64351082	12090204	561.7404	8.3034	13.2565001	0.328155895	5.331961454	0.045893352	79.67260443	476.4919792	39.11326685	401.5395708	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	27	24	28.5	47.5	0.12	2.33	1.51	0.94	0	20.74	36.94	42.32	30.885	91.49	86.37	44.5	5.99	4.51	3	0	18.71458435	14.04750061	41.27975082	736.6629028	35.06000137	1.029999971	34.03000259	25.76666641	10.4216671	27.46500015	9.276666641	729.25	104.2200012	34.56000137	35.32434464	264.6900024	118	213.0299988	120.4600067	ECO12
8158810	Reference	-97.94001007	30.15548325	12090205	33.9372	7.6059	24.92311712	0.055511504	7.540938748	0.169656866	103.1690116	436.6123536	34.64063424	295.7461283	0	0	0	0	0	0	0	88.68772926	0	0	0	0	11.31227074	0	0	113	34.69	49.07	16.23	0.12	0.89	1.4	1.44	0	3	54	43	36.21	84.91	79.1	66.25	6	7.25	16.39999962	0	19.64999962	12.84500027	39.86654282	710.2655029	35.56000137	3.339999914	32.22000122	26.36333275	10.56499958	28.04999924	10.56499958	889.8099976	116.0699997	47.63000107	28.93898201	277.9100037	179.6799927	222.1499939	179.6799927	ECO12
